# PnP self-capture (synthetic overhang fixture). NOT parity evidence — do not compare against OrcaSlicer output. Regenerated 2026-08-21 after the packet-224 canonical tree-support re-port (arena contacts, per-part MSTs, canonical branch merge, canonical move pass).
0,0,0.2
0,0,0.2
0,0,0.4
0,0,0.4
0,0,0.6
0,0,0.6
0,0,0.8
0,0,0.8
0,0,1
0,0,1
0,0,1.2
0,0,1.2
0,0,1.4
0,0,1.4
0,2,0.2
0,2,0.2
0,2,0.4
0,2,0.4
0,2,0.6
0,2,0.6
0,2,0.8
0,2,0.8
0,2,1
0,2,1
0,2,1.2
0,2,1.2
0,2,1.4
0,2,1.4
0,3,0.2
0,3,0.2
0,3,0.4
0,3,0.4
0,3,0.6
0,3,0.6
0,3,0.8
0,3,0.8
0,3,1
0,3,1
0,3,1.2
0,3,1.2
0,3,1.4
0,3,1.4
0,4,0.2
0,4,0.2
0,4,0.4
0,4,0.4
0,4,0.6
0,4,0.6
0,4,0.8
0,4,0.8
0,4,1
0,4,1
0,4,1.2
0,4,1.2
0,4,1.4
0,4,1.4
2,0,0.2
2,0,0.2
2,0,0.4
2,0,0.4
2,0,0.6
2,0,0.6
2,0,0.8
2,0,0.8
2,0,1
2,0,1
2,0,1.2
2,0,1.2
2,0,1.4
2,0,1.4
2,4,0.2
2,4,0.2
2,4,0.4
2,4,0.4
2,4,0.6
2,4,0.6
2,4,0.8
2,4,0.8
2,4,1
2,4,1
2,4,1.2
2,4,1.2
2,4,1.4
2,4,1.4
3,0,0.2
3,0,0.2
3,0,0.4
3,0,0.4
3,0,0.6
3,0,0.6
3,0,0.8
3,0,0.8
3,0,1
3,0,1
3,0,1.2
3,0,1.2
3,0,1.4
3,0,1.4
3,4,0.2
3,4,0.2
3,4,0.4
3,4,0.4
3,4,0.6
3,4,0.6
3,4,0.8
3,4,0.8
3,4,1
3,4,1
3,4,1.2
3,4,1.2
3,4,1.4
3,4,1.4
4,0,0.2
4,0,0.4
4,0,0.6
4,0,0.8
4,0,1
4,0,1.2
4,0,1.4
4,2,0.2
4,2,0.4
4,2,0.6
4,2,0.8
4,2,1
4,2,1.2
4,2,1.4
4,3,0.2
4,3,0.2
4,3,0.4
4,3,0.4
4,3,0.6
4,3,0.6
4,3,0.8
4,3,0.8
4,3,1
4,3,1
4,3,1.2
4,3,1.2
4,3,1.4
4,3,1.4
4,4,0.2
4,4,0.2
4,4,0.4
4,4,0.4
4,4,0.6
4,4,0.6
4,4,0.8
4,4,0.8
4,4,1
4,4,1
4,4,1.2
4,4,1.2
4,4,1.4
4,4,1.4
